incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
wiki_20260228_and_drones_toward_us_base_18,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-02-28,and drones toward US base,United Arab Emirates,Iran,ballistic_missile,TRUE,TRUE,,,"Iran launched the first wave of ballistic missiles and drones toward US bases in Abu Dhabi, including Al Dhafra Air Base. UAE defences intercepted most, but debris fell in a residential area near Zayed International Airport, killing one civilian (a Pakistani national) and injuring seven others from shrapnel and blasts. Loud explosions shook the Corniche, Al Dhafra, and Bateen districts, with smoke rising over the city. This strike targeted US forces at Al Dhafra, causing minor structural damage to base facilities from secondary explosions.",https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm65nfwj0004356r92fj4mba | https://web.archive.org/web/20260228102207/https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm65nfwj0004356r92fj4mba
wiki_20260228_attack_on_us_military_base_155,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-02-28,attack on US military base,Qatar,Iran,drone,TRUE,TRUE,,,"Bahrain activated air-raid sirens to warn of an Iranian attack on US military bases within the nation, with Arabic media saying explosions and smoke were seen in the capital, Manama. thumb|Drone attacks and strikes in the UAEExplosions were reported at Kuwait International Airport and Abu Dhabi in the United Arab Emirates. There were missile and drone attacks on Kuwait. Saudi Arabia confirmed that there had been Iranian attacks on Riyadh and Eastern Province. It claimed to have successfully intercepted Iranian attacks aimed at those areas and said that the Kingdom will ""take all necessary measures"" to defend itself, ""including the option of responding to aggression"". Residential areas of Dubai in the proximity of the Burj Khalifa, Dubai Marina and the Dubai Palm were hit by strikes, setting the Fairmont The Palm hotel on fire and causing four injuries; a residential building on the outskirts of Doha was also hit. Local sources said Iran used Shahed drones, which are among the weapons most used by Iran and its proxies, including Hamas and Hezbollah. The UAE said that it had intercepted a ""new wave"" of Iranian missiles and that ""fragments from the interceptions"" had fallen in Abu Dhabi and Dubai, causing damage to Burj Al Arab. Strikes on Kuwait International Airport caused several undefined injuries. Qatar says that it had intercepted at least two waves of missile attacks, stating that no casualties or property damage had been reported.",https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm64boa9000m356rh4can18y | https://www.timesofisrael.com/liveblog_entry/bahrain-sirens-activated-as-iran-targets-us-bases/ | https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm64k1hv00003b6rj8g5hm4u | https://news.am/eng/news/932924.html | https://www.iranintl.com/en/202602283083 | https://www.iranintl.com/en/202602289377 | https://www.nytimes.com/live/2026/02/28/world/iran-strikes-trump/c23471fd-1ceb-5a75-93a8-a56a199d6b1f | https://www.nytimes.com/live/2026/02/28/world/iran-strikes-trump/cf4d7594-5062-5d61-b577-ca25b4593c94 | https://news.sky.com/story/iran-latest-israel-launches-preventative-attack-defence-minister-says-13509565 | https://www.euronews.com/2026/02/28/israel-launches-attack-on-iran-defence-minister-says | https://www.corriere.it/esteri/diretta-live/26_febbraio_28/iran-usa-news-diretta-1.shtml | https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/world/iranian-shahed-136-drone-strike-reported-near-burj-khalifa-smoke-plumes-captured-on-video-watch-article-13846855.html | https://www.ndtv.com/world-news/dubai-news-dubai-explosion-video-shows-iranian-shahed-drone-striking-dubai-huge-explosion-11151063?pfrom=home-ndtv_topscroll_Imagetopscroll&utm | https://www.nytimes.com/live/2026/02/28/world/iran-strikes-trump/c5d65805-baf0-5427-a662-a583ac88a338 | https://en.hespress.com/132818-dubai-authorities-say-drone-debris-causes-fire-at-burj-al-arab-hotel.html | https://www.bbc.com/news/live/cn5ge95q6y7t | https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm65nfwj0004356r92fj4mba | https://www.nytimes.com/2026/02/28/world/middleeast/iran-retaliatory-strikes-region.html
wiki_20260228_flights_from_hamad_internation_67,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Qatar,2026-02-28,flights from Hamad International Airport,Qatar,Iran,airstrike,FALSE,TRUE,,,"Since the 2026 Iran war began with United States and Israeli strikes on Iran on 28 February 2026, following the breakdown of US-Iran talks and negotiations, locations across Qatar have been subject to multiple retaliatory Iranian missile strikes. Qatar's airspace was closed the day of the first strikes, disrupting flights from Hamad International Airport in the capital, Doha. The Qatari government reported that it had shot down two Iranian Su-24 bombers on 2 March 2026, and several missiles have been intercepted.",https://foreignpolicy.com/2022/05/04/arab-gulf-countries-iran-us-relations-qatar/
wiki_20260228_had_targeted_four_us_base_154,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-02-28,had targeted four US base,Qatar,Iran,unknown,FALSE,FALSE,31.71711300013527,32.180875225287366,The IRGC said that Iran had targeted four US bases in the Middle East: Al Udeid Air Base in Qatar; Ali Al Salem Air Base in Kuwait (which also hosted Italian soldiers); Al Dhafra Air Base in the UAE; and the US Navy Fifth Fleet headquarters in Bahrain.,https://www.timesofisrael.com/woman-killed-dozens-injured-as-iranian-missile-strikes-tel-aviv-residential-block/ | https://france24.com/en/middle-east/20260228-what-we-know-about-us-military-bases-mideast-gulf-targeted-iran-retaliatory-strikes | https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm64boa9000m356rh4can18y
wiki_20260228_including_erbil_international__156,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-02-28,including Erbil International Airport,Iraq,Iran,drone,FALSE,TRUE,36.37393802906005,43.91553339499219,"In the Kurdistan Region of Iraq, Iranian aerial attacks targeted infrastructure hosting US military and civilian personnel, including Erbil International Airport and the US Consulate General in Erbil. According to local media reports, most missiles and drones were intercepted.",https://www.nytimes.com/2026/02/28/world/middleeast/iran-retaliatory-strikes-region.html | https://www.kurdistan24.net/en/story/896852/slug | https://jordantimes.com/news/breaking-news/air-defense-systems-intercepted-two-ballistic-missiles-targeting-jordanian-territory-jaf?
wiki_20260228_shortly_before_dubai_internati_21,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-02-28,shortly before Dubai International Airport,United Arab Emirates,Iran,unknown,FALSE,TRUE,,,thumb|An emergency alert sent to UAE residents amidst the Iranian strikes. This specific one was sent shortly before Dubai International Airport was struck at around 12:30 A.M. local time.,https://www.nytimes.com/live/2026/02/28/world/iran-strikes-trump/c5d65805-baf0-5427-a662-a583ac88a338?smid=url-share
wiki_20260228_thumb_fires_a_tomahawk_missile_147,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-02-28,thumb| fires a Tomahawk missile during Operation Epic Fury on 28 February 2026,,US/Israel,missile,TRUE,FALSE,,,thumb| fires a Tomahawk missile during Operation Epic Fury on 28 February 2026,https://www.wsj.com/world/middle-east/how-the-iran-conflict-is-widening-in-maps-c87df89a | https://jewishjournal.com/israel/387316/timeline-missile-fire-follows-israeli-strikes-on-iran-over-100-injured-in-israel/
wiki_20260228_thumb_daily_number_of_missiles_3,wikipedia,https://en.wikipedia.org/wiki/List_of_attacks_during_the_2026_Iran_war,2026-02-28,thumb|Daily number of missiles and drones launched by Iran across the Middle Eas,Iran,Iran,drone,FALSE,FALSE,27.47611,52.6075,thumb|Daily number of missiles and drones launched by Iran across the Middle East.<ref>{{Cite tweet,https://www.aljazeera.com/news/2026/3/8/israeli-strike-on-hotel-in-lebanons-beirut-kills-four-people
wiki_20260228_thumb_damaged_residential_area_150,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-02-28,"thumb|Damaged residential area in Lamerd, southwest Iran, after a reported missi",Iran,Iran,missile,TRUE,TRUE,29.666333500038014,28.536891613128795,"thumb|Damaged residential area in Lamerd, southwest Iran, after a reported missile attack targeting local infrastructure",https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl?post-id=cmm60wotj001m3b6pawhvknhc
wiki_20260228_video3_https_www_youtube_com_w_94,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Bahrain,2026-02-28,| video3 = [https://www.youtube.com/watch?v=YDvtJ0NvSns Moment Drone Strikes Era,Bahrain,Iran,drone,FALSE,FALSE,,,| video3 = [https://www.youtube.com/watch?v=YDvtJ0NvSns Moment Drone Strikes Era Tower in Bahrain Amid Iran Retaliation],https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Bahrain
wiki_20260301_israeli_attack_on_doha_84,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_Qatar,2026-03-01,* Israeli attack on Doha,Qatar,Israel,unknown,FALSE,FALSE,,,* Israeli attack on Doha,https://www.iranintl.com/en/202603193707
wiki_20260301_aws_reported_that_at_4_30_am_p_23,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-01,"AWS reported that, at 4:30 AM Pacific Standard Time (4:30 PM Gulf Standard Time)",,unknown,unknown,TRUE,TRUE,29.708119000210345,28.45102449989264,"AWS reported that, at 4:30 AM Pacific Standard Time (4:30 PM Gulf Standard Time), one of its data centers in mec1-az2 was on fire after being struck by 'objects' and the power was then shut down. Later that day, AWS reported 'localised power issues' in az3.",https://militarnyi.com/en/news/iran-attacks-french-camp-de-la-paix-base-in-abu-dhabi/ | https://web.archive.org/web/20260302121014/https://militarnyi.com/en/news/iran-attacks-french-camp-de-la-paix-base-in-abu-dhabi/ | https://health.aws.amazon.com/health/status | https://web.archive.org/web/20260302035558/https://health.aws.amazon.com/health/status
wiki_20260301_an_iranian_missile_breached_is_163,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-01,An Iranian missile breached Israeli defences and hit a synagogue and homes in Be,Iran,Iran,ballistic_missile,TRUE,FALSE,,,"An Iranian missile breached Israeli defences and hit a synagogue and homes in Beit Shemesh, killing nine people and injuring 65. Towards the end of the day, an Iranian ballistic missile hit an area of Jerusalem, causing property damage in the surrounding road, damaging a civilian vehicle and wounding six people.",https://www.timesofisrael.com/liveblog_entry/irans-guards-say-they-struck-us-aircraft-carrier-uss-abraham-lincoln/ | https://apnews.com/live/us-israel-strikes-iran-khamenei-03-01-2026#0000019c-aa07-dfdf-a9df-be57029e0000 | https://apnews.com/article/israel-iran-war-children-killed-beit-shemesh-bc7c276d30d67e011867b5d328ffcdba | https://aje.news/p4rw7y?update=4353140 | https://www.reutersconnect.com/item/iran-launches-missile-strike-on-us-fifth-fleet-headquarters-in-bahrain/dGFnOnJldXRlcnMuY29tLDIwMjY6bmV3c21sX01UMUFOQURMMDAwUUVITTZC?
wiki_20260301_at_06_35_utc_centcom_announced_148,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-01,"At 06:35 UTC, CENTCOM announced that it ""and partner forces"" had begun airstrike",Iran,Iran,drone,TRUE,FALSE,,,"At 06:35 UTC, CENTCOM announced that it ""and partner forces"" had begun airstrikes against Iran. US warships launched Tomahawk missiles, while the US Army used HIMARS launchers. Undisclosed long-range standoff weapons were also used. At 06:45 UTC, the Israeli Air Force began an unprecedented wave of decapitation strikes. Supreme Leader Ali Khamenei and several high officials (attending three meetings at his residential compound) were killed, as were members of his family. The United States Navy, United States Air Force and United States Marine Corps focused primarily on command-and-control infrastructure, missiles, UAV sites, and radar installations.",https://jewishjournal.com/israel/387316/timeline-missile-fire-follows-israeli-strikes-on-iran-over-100-injured-in-israel/ | https://www.businessinsider.com/us-weapons-used-to-attack-iran-fend-off-retaliation-2026-2?IR=T | https://www.iranintl.com/en/202603011207 | https://www.cnn.com/2026/02/28/middleeast/israel-attack-iran-intl-hnk | https://www.wsj.com/world/middle-east/why-the-u-s-and-israel-struck-iran-when-they-did-a-chance-to-kill-its-leaders-b0dbbc88 | https://www.nytimes.com/live/2026/02/28/world/iran-strikes-trump/c913328f-5d1c-5841-af49-5b94acc97324?smid=url-share
iransm_s053,iranstrikemap,https://iranstrikemap.com,2026-03-01,Beit Shemesh — Iranian Ballistic Missile Direct Hit,Israel,Iran,missile,TRUE,FALSE,31.7425,34.9897,"An Iranian ballistic missile scored a direct hit in Beit Shemesh, central Israel. Toll rose from initial 4 → 6 → 8 → 9 killed as rescuers extracted additional bodies from rubble. 20+ injured, including a 4-year-old boy (moderate trauma) and multiple others hospitalized. Strike destroyed a synagogue, damaged a public bomb shelter, and heavily damaged surrounding homes. Mayor: 20 residents still unreachable. IDF investigating failure to intercept. IRGC claimed strike as part of Operation Honest Promise 4.",Magen David Adom (official) | Times of Israel liveblog | Haaretz liveblog
iransm_s061,iranstrikemap,https://iranstrikemap.com,2026-03-01,Border Regiment Headquarters,,unknown,airstrike,TRUE,TRUE,33.118,46.105,"Attack on Iranian border regiment headquarters in Mehran, Ilam Province — western Iran near Iraqi border. Iranian state media (Mehr) reports 43 security personnel killed, most of them border guards; nearby buildings also seriously damaged. Iran attributes attack to US and Israel. No US/Israeli confirmation of this specific strike. Location near Iraq border; attacker not independently verified.",Mehr News Agency (Iran) | Times of Israel | France 24 | New Indian Express
iransm_s051,iranstrikemap,https://iranstrikemap.com,2026-03-01,Crowne Plaza Hotel — Iranian Strike,Bahrain,Iran,drone,TRUE,FALSE,26.2285,50.5917,"Iranian strike struck the Crowne Plaza Hotel in Manama, Bahrain on March 1. US Embassy Manama officially confirmed the strike and warned US citizens to avoid hotels in the capital as potential targets. AFP correspondent on the ground saw damage at the hotel after hearing explosions. Following this strike, US government personnel were moved out of hotels across Bahrain. Injuries confirmed; number unclear.",US Embassy Manama (X/official) | AFP
